1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0
1 0.05
3 0.05
2 0.05
3 0.05
1 0.05
1 0.05
1 0.05
3 0.05
4 0.05
1 0.05
4 0.05
2 0.05
3 0.05
2 0.05
2 0.05
1 0.05
1 0.05
2 0.05
1 0.05
3 0.05
1 0.05
1 0.05
2 0.05
6 0.05
3 0.05
4 0.1
3 0.1
67 0.1
8 0.1
6 0.1
3 0.1
3 0.1
99 0.1
9 0.1
5 0.1
7 0.1
4 0.1
19 0.1
5 0.1
9 0.1
5 0.1
8 0.1
18 0.1
3 0.1
3 0.1
4 0.1
7 0.1
3 0.1
61 0.1
8 0.1
10 0.15
3 0.15
125 0.15
33 0.15
9 0.15
6 0.15
5 0.15
143 0.15
15 0.15
17 0.15
108 0.15
18 0.15
40 0.15
6 0.15
17 0.15
6 0.15
29 0.15
143 0.15
8 0.15
9 0.15
4 0.15
37 0.15
10 0.15
117 0.15
12 0.15
26 0.2
88 0.2
231 0.2
92 0.2
16 0.2
21 0.2
17 0.2
276 0.2
37 0.2
65 0.2
136 0.2
41 0.2
91 0.2
9 0.2
126 0.2
9 0.2
196 0.2
189 0.2
22 0.2
62 0.2
36 0.2
89 0.2
30 0.2
194 0.2
21 0.2
62 0.25
294 0.25
295 0.25
280 0.25
19 0.25
115 0.25
24 0.25
373 0.25
74 0.25
264 0.25
171 0.25
306 0.25
215 0.25
14 0.25
175 0.25
13 0.25
294 0.25
327 0.25
33 0.25
121 0.25
210 0.25
416 0.25
69 0.25
285 0.25
37 0.25
93 0.3
380 0.3
380 0.3
381 0.3
27 0.3
428 0.3
32 0.3
558 0.3
233 0.3
594 0.3
225 0.3
827 0.3
417 0.3
50 0.3
256 0.3
30 0.3
360 0.3
603 0.3
40 0.3
541 0.3
274 0.3
604 0.3
400 0.3
348 0.3
88 0.3
363 0.35
528 0.35
590 0.35
465 0.35
32 0.35
851 0.35
66 0.35
980 0.35
278 0.35
1000 0.35
269 0.35
993 0.35
950 0.35
303 0.35
406 0.35
58 0.35
630 0.35
847 0.35
65 0.35
980 0.35
413 0.35
947 0.35
918 0.35
526 0.35
108 0.35
628 0.4
697 0.4
949 0.4
889 0.4
43 0.4
982 0.4
84 0.4
1000 0.4
323 0.4
1000 0.4
297 0.4
1000 0.4
991 0.4
404 0.4
594 0.4
310 0.4
997 0.4
995 0.4
102 0.4
1000 0.4
619 0.4
1000 0.4
1000 0.4
980 0.4
123 0.4
926 0.45
1000 0.45
1000 0.45
963 0.45
47 0.45
1000 0.45
97 0.45
1000 0.45
425 0.45
1000 0.45
481 0.45
1000 0.45
1000 0.45
718 0.45
723 0.45
610 0.45
1000 0.45
1000 0.45
637 0.45
1000 0.45
999 0.45
1000 0.45
1000 0.45
989 0.45
247 0.45
1000 0.5
1000 0.5
1000 0.5
996 0.5
60 0.5
1000 0.5
120 0.5
1000 0.5
472 0.5
1000 0.5
643 0.5
1000 0.5
1000 0.5
793 0.5
1000 0.5
656 0.5
1000 0.5
1000 0.5
995 0.5
1000 0.5
1000 0.5
1000 0.5
1000 0.5
1000 0.5
266 0.5
1000 0.55
1000 0.55
1000 0.55
1000 0.55
65 0.55
1000 0.55
330 0.55
1000 0.55
542 0.55
1000 0.55
739 0.55
1000 0.55
1000 0.55
905 0.55
1000 0.55
737 0.55
1000 0.55
1000 0.55
1000 0.55
1000 0.55
1000 0.55
1000 0.55
1000 0.55
1000 0.55
327 0.55
1000 0.6
1000 0.6
1000 0.6
1000 0.6
81 0.6
1000 0.6
466 0.6
1000 0.6
584 0.6
1000 0.6
980 0.6
1000 0.6
1000 0.6
935 0.6
1000 0.6
897 0.6
1000 0.6
1000 0.6
1000 0.6
1000 0.6
1000 0.6
1000 0.6
1000 0.6
1000 0.6
373 0.6
1000 0.65
1000 0.65
