1 0 0
2.16 1.25475 0.05
14.84 23.5418 0.1
37.2 46.4904 0.15
84.8 75.9947 0.2
179.44 125.363 0.25
326.76 216.365 0.3
542.64 339.351 0.35
680.28 352.971 0.4
794.48 302.109 0.45
840.04 291.516 0.5
865.8 259.376 0.55
892.64 238.578 0.6
919.84 216.124 0.65
940.92 201.182 0.7
945.36 193.957 0.75
965.68 117.496 0.8
969.88 104.649 0.85
985.12 55.1865 0.9
987.44 47.0898 0.95
997.4 8.82723 1
998.68 4.47857 1.05
999.4 2.15407 1.1
999.88 0.587878 1.15
999.96 0.195959 1.2
1000 0 1.25
1000 0 1.3
1000 0 1.35
1000 0 1.4
1000 0 1.45
1000 0 1.5
1000 0 1.55
1000 0 1.6
1000 0 1.65
1000 0 1.7
1000 0 1.75
1000 0 1.8
1000 0 1.85
1000 0 1.9
1000 0 1.95

