1 11 0
1 11 0
1 11 0
1 11 0
1 11 0
1 11 0
1 11 0
1 11 0
1 11 0
1 11 0
1 11 0
1 11 0
1 11 0
1 11 0
1 11 0
1 11 0
1 11 0
1 11 0
1 11 0
1 11 0
1 11 0
1 11 0
1 11 0
1 11 0
1 11 0
1 11 0.05
3 11 0.05
73 22 0.05
11 30 0.05
4 20 0.05
1 11 0.05
1 11 0.05
86 34 0.05
5 19 0.05
3 20 0.05
84 24 0.05
3 19 0.05
12 29 0.05
4 17 0.05
3 12 0.05
3 23 0.05
4 22 0.05
6 14 0.05
1 11 0.05
3 11 0.05
1 11 0.05
1 11 0.05
4 17 0.05
81 21 0.05
65 35 0.05
21 27 0.1
3 11 0.1
384 68 0.1
281 65 0.1
39 25 0.1
16 44 0.1
41 52 0.1
305 37 0.1
266 46 0.1
20 26 0.1
264 35 0.1
17 21 0.1
324 64 0.1
305 57 0.1
231 44 0.1
12 14 0.1
359 54 0.1
242 52 0.1
8 15 0.1
3 11 0.1
12 24 0.1
371 76 0.1
9 21 0.1
277 51 0.1
213 33 0.1
996 34 0.15
999 32 0.15
983 42 0.15
993 33 0.15
989 40 0.15
995 46 0.15
997 38 0.15
989 28 0.15
996 37 0.15
980 50 0.15
996 31 0.15
989 33 0.15
989 37 0.15
982 44 0.15
986 36 0.15
996 55 0.15
987 40 0.15
989 40 0.15
997 38 0.15
980 48 0.15
1000 32 0.15
992 31 0.15
960 38 0.15
1000 32 0.15
995 34 0.15
1000 17 0.2
1000 16 0.2
1000 17 0.2
1000 16 0.2
1000 25 0.2
1000 18 0.2
1000 17 0.2
1000 16 0.2
1000 18 0.2
1000 16 0.2
1000 18 0.2
1000 17 0.2
1000 16 0.2
1000 18 0.2
1000 16 0.2
1000 19 0.2
1000 17 0.2
1000 17 0.2
1000 17 0.2
999 17 0.2
1000 17 0.2
1000 25 0.2
1000 19 0.2
1000 17 0.2
1000 16 0.2
1000 14 0.25
1000 14 0.25
1000 14 0.25
1000 14 0.25
1000 15 0.25
1000 14 0.25
1000 14 0.25
1000 13 0.25
1000 14 0.25
1000 14 0.25
1000 15 0.25
1000 14 0.25
1000 14 0.25
1000 15 0.25
1000 14 0.25
1000 15 0.25
1000 14 0.25
1000 13 0.25
1000 14 0.25
999 14 0.25
1000 14 0.25
1000 13 0.25
1000 14 0.25
1000 14 0.25
1000 15 0.25
1000 13 0.3
1000 13 0.3
1000 13 0.3
1000 13 0.3
1000 13 0.3
1000 12 0.3
1000 13 0.3
1000 12 0.3
1000 13 0.3
1000 12 0.3
1000 13 0.3
1000 12 0.3
1000 13 0.3
1000 13 0.3
1000 13 0.3
1000 13 0.3
1000 13 0.3
1000 12 0.3
1000 13 0.3
1000 13 0.3
1000 13 0.3
1000 12 0.3
1000 12 0.3
1000 13 0.3
1000 13 0.3
1000 12 0.35
1000 12 0.35
1000 12 0.35
1000 12 0.35
1000 13 0.35
1000 12 0.35
1000 12 0.35
1000 12 0.35
1000 13 0.35
1000 11 0.35
1000 12 0.35
1000 12 0.35
1000 12 0.35
1000 13 0.35
1000 12 0.35
1000 13 0.35
1000 12 0.35
1000 12 0.35
1000 12 0.35
1000 12 0.35
1000 12 0.35
1000 12 0.35
1000 12 0.35
1000 12 0.35
1000 13 0.35
1000 12 0.4
1000 12 0.4
1000 12 0.4
1000 12 0.4
1000 12 0.4
1000 12 0.4
1000 12 0.4
1000 11 0.4
1000 12 0.4
1000 11 0.4
1000 12 0.4
1000 11 0.4
1000 12 0.4
1000 12 0.4
1000 12 0.4
1000 12 0.4
1000 12 0.4
1000 12 0.4
1000 12 0.4
1000 11 0.4
1000 12 0.4
1000 11 0.4
1000 11 0.4
1000 12 0.4
1000 12 0.4
1000 12 0.45
1000 11 0.45
1000 11 0.45
1000 12 0.45
1000 12 0.45
1000 11 0.45
1000 12 0.45
1000 11 0.45
1000 12 0.45
1000 11 0.45
1000 12 0.45
1000 11 0.45
1000 11 0.45
1000 12 0.45
1000 12 0.45
1000 12 0.45
1000 11 0.45
1000 11 0.45
1000 12 0.45
1000 11 0.45
1000 12 0.45
1000 11 0.45
1000 11 0.45
1000 12 0.45
1000 12 0.45
1000 11 0.5
1000 11 0.5
