      0.5000000      0.0000000
      0.2100000      0.5250000
      0.0199500      1.3562000
      0.3609910      1.1134395
      0.0026498      1.6290131
      0.0001325      0.9774078
     -0.1465502      0.9714666
      0.1910302      1.0524472
      0.3768282      1.4258437
      0.5612724      1.5474226
      0.0316846      1.8453338
     -0.2622251      1.3135838
     -0.3176611      0.9968941
      0.1425360      1.5280176
      0.4571497      1.1237978
      0.0228575      0.6742787
     -0.0906274      0.8651403
      0.2032695      1.4119700
      0.4827575      1.5845691
      0.6147461      1.0222513
      0.5239787      0.8017368
      0.4285226      0.7651458
      0.0214261      0.4590875
     -0.0590071      0.7828094
      0.1787475      0.9633234
      0.3255380      0.9360686
      0.0125926      1.5484903
     -0.2263550      1.7525067
      0.3605826      1.3225013
     -0.0289014      1.7167496
      0.4682623      1.7797627
      0.0234131      1.0678576
      0.3090678      1.4746826
     -0.0759405      1.7719082
     -0.3014783      1.8312916
      0.3831260      1.8994508
      0.6547701      1.1547357
      0.1345316      1.6962999
     -0.1912151      1.8353163
     -0.3651686      1.8383263
      0.3577089      1.9185390
     -0.1232348      1.4685513
     -0.2782030      1.6958416
     -0.0139102      0.1520792
      0.0336983      0.7520131
     -0.0969638      1.4215742
      0.3288845      1.1746253
     -0.0249069      1.1746226
      0.2949410      1.0728504
      0.4272227      1.4090474
      0.0213611      0.2954763
      0.0010681      0.8522619
     -0.1273373      1.4581316
     -0.2785683      1.6907679
     -0.3845423      1.7627659
     -0.4413043      1.1198796
     -0.0220652      0.4400602
      0.1051483      0.8441415
     -0.0772015      1.4724146
      0.3790794      1.6818870
      0.0189540      1.0091322
     -0.1426510      0.9908623
      0.2161015      1.4815508
     -0.1206649      1.7589886
     -0.3205608      1.8182622
     -0.0160280      0.0908689
      0.0185512      1.0448980
      0.2794650      1.0174255
      0.0139733      0.6104553
     -0.0850009      1.3587667
      0.3175790      1.1509680
      0.4588300      1.4385408
     -0.0001310      1.7821883
      0.4633139      1.2525242
      0.0231657      0.3737379
      0.0011583      0.2242427
      0.0000579      0.8878786
      0.2308728      0.9752221
     -0.0400818      1.0606248
      0.2589281      1.0428223
     -0.0373164      1.0972544
     -0.1821269      1.5545031
     -0.0091063      0.9327018
     -0.1440942      0.9508752
      0.2042846      1.4639174
      0.4664180      1.0823148
      0.0568693      1.6338633
      0.4486895      1.1865934
      0.5251826      1.4217946
      0.0262591      0.8530768
     -0.1156197      1.4627563
     -0.2737547      1.6947023
     -0.3828701      1.7652367
     -0.4409057      1.1214706
     -0.3754463      1.4960637
      0.2574559      1.7670902
     -0.1440592      1.8859454
      0.4298409      1.3350638
      0.5276498      0.9634255
      0.4721035      0.8139845
      0.0997910      1.5221311
      0.0049895      0.9132786
      0.0002495      0.5479672
      0.1425762      0.8697825
      0.0071288      0.5651087
     -0.0814158      1.3385576
      0.3138303      1.1434484
     -0.0271553      1.1569042
      0.3122564      1.5273957
      0.5282706      1.0642029
      0.4985664      0.8450082
      0.1025893      1.1155440
     -0.1191146      1.5859687
      0.3928519      1.7434646
     -0.0768793      1.8990399
     -0.0038440      0.0504800
     -0.0001922      0.9747600
      0.2533569      1.0022429
     -0.0312587      1.5640127
      0.3935146      1.1957845
      0.5040309      1.4397244
      0.5860213      0.9699037
      0.0293011      0.5819422
     -0.0738128      0.8325655
      0.2013788      1.3931077
      0.0100689      0.3034462
      0.0831250      0.7905442
      0.0041562      0.6047279
      0.0002078      0.3628367
      0.0000104      0.2177020
      0.0566069      0.7674840
      0.2233207      0.9181076
      0.3325027      0.9064511
      0.3753284      0.8646239
      0.0467108      1.5269479
      0.4476310      1.6754488
      0.6236217      1.0627183
      0.0311811      0.4686409
     -0.0559528      0.7902442
     -0.1448345      1.4223906
      0.3089911      1.1916331
     -0.0366091      1.1733271
      0.3127897      1.5371495
     -0.0866892      1.3061048
      0.3284330      1.6094194
     -0.0903337      1.3396683
     -0.2425038      1.0738438
     -0.0121252      0.4630781
     -0.0751606      1.2924315
     -0.2291902      1.6300439
     -0.3522260      1.7456561
      0.3373265      1.8736018
     -0.1224968      1.9442582
      0.4917187      1.9055404
     -0.0596405      1.5158756
     -0.2554124      1.7265289
      0.3416243      1.3246183
     -0.0415456      1.2365884
     -0.2045992      1.0537008
     -0.2521708      0.9206126
     -0.0126085      0.5523676
     -0.0006304      0.7238162
      0.2023975      1.3258749
     -0.1057784      1.1827675
     -0.2260732      1.0081981
      0.1850840      1.5102074
     -0.1395416      1.7657514
     -0.3290519      1.2165643
     -0.3371390      1.5550182
     -0.0168570      0.9330109
      0.2355029      0.9951333
     -0.0385836      1.5579915
     -0.2518330      1.7477972
     -0.3805311      1.7912632
     -0.0190266      0.1043684
     -0.0245977      1.1406002
     -0.1826510      1.5748705
     -0.3202500      1.1272169
     -0.0160125      0.6763301
     -0.0008006      0.6618349
      0.1849695      1.2980259
      0.4151739      1.0376487
      0.0207587      0.6225892
      0.1832512      1.2749755
      0.0091626      0.7649853
     -0.1105330      0.8942678
     -0.0055267      0.5528661
     -0.0002763      0.7235670
     -0.1086622      0.8748477
     -0.1812117      0.8900639
      0.1712968      1.4458317
      0.4478609      1.0882539
      0.4972913      1.3777490
      0.5996050      1.4956642
      0.6766161      1.5231477
      0.0338308      0.9138886
     -0.1215211      0.9604717
     -0.0060761      0.5197642
     -0.0807596      0.7951407
     -0.1572281      1.4202300
      0.3300563      1.6784105
      0.5750104      1.1047876
      0.1045367      1.6617625
      0.4759637      1.1785585
      0.5346608      1.4113604
      0.0267330      0.2943198
      0.0013367      0.8528401
     -0.1273112      0.9246005
      0.1869255      1.0311851
      0.0093463      0.6187110
      0.1647903      0.8885292
     -0.0574758      1.0019093
     -0.1767253      0.9583100
      0.1749360      1.0589299
     -0.0783689      1.0706184
      0.2454458      1.0593208
     -0.0459930      1.0982658
      0.2662320      1.0565600
      0.3865230      0.9343524
      0.4052713      0.8543662
      0.3923491      0.8230086
      0.0570293      1.0657594
      0.3010498      1.0104252
     -0.0100704      1.5755570
     -0.2409659      1.1947842
     -0.2924716      1.5608452
     -0.3686637      1.0790572
     -0.3351305      1.4905312
     -0.3777397      1.0357009
      0.1275682      1.5605004
     -0.1741180      1.7770967
      0.4227163      1.8432230
     -0.0778068      1.9460155
     -0.0038903      1.1676093
     -0.1769698      1.5897345
     -0.3216360      1.7376036
      0.3166898      1.3512297
     -0.0538402      1.7213538
      0.4249391      1.2524637
      0.5334137      1.4573739
      0.0320983      1.8027774
      0.4822034      1.2476266
      0.0394916      1.7059777
     -0.2373356      1.8232242
      0.4084485      1.8797848
     -0.0899969      1.9589459
      0.4715272      1.3387721
      0.0160867      1.2926290
      0.3688534      1.5776614
     -0.0669766      1.3433642
      0.3473420      1.6212580
     -0.0799380      1.8399765
     -0.3135673      1.8592007
     -0.0156784      1.1155204
     -0.1746969      1.5658532
